"Program","Year","State","State.ANSI","Data.Item","Domain","Value","CV...."
"SURVEY",2016,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2016,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""
"SURVEY",2016,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (Z)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)","1,100",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","0.228",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","0.305",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","1.3",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","14",""
"SURVEY",2016,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)","60",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""
"SURVEY",2014,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","100",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)","1,300",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.096",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.096",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","54",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""
"SURVEY",2014,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)","71",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)","5,600",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2014,"WASHINGTON",53,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""
