"Program","Year","State","Domain.Category","APPLICATIONS, MEASURED IN LB","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","APPLICATIONS, MEASURED IN NUMBER, AVG","TREATED, MEASURED IN PCT OF AREA BEARING, AVG","Herbicide.ID","Acute Toxic","Corrosive","Environmental Hazard","Flammable","Health Hazard","Irritant","Additional.Info"
"SURVEY",1994,"OREGON","SIMAZINE = 80807","2,900","1.01","1.01","1","45",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"OREGON","TERBACIL = 12701","300","0.49","0.49","1","9",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"OREGON","TOTAL","9,800",NA,NA,NA,"76",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1994,"WASHINGTON","NAPROPAMIDE = 103001","2,600","2.12","3.69","1.7","51",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"WASHINGTON","SIMAZINE = 80807","500","0.87","0.99","1.1","32",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"WASHINGTON","TOTAL","3,200",NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1994,"WISCONSIN","2,4-D = 30001","800","1.19","1.25","1","47",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"WISCONSIN","DCPA = 78701","400","5.28","5.72","1.1","5",78701,1,0,1,1,1,1,"Not Classified

Reported as not meeting GHS hazard criteria by 455 of 468 companies (only 2.8% companies provided GHS information). For more detailed information, please visit ECHA C&L website."
"SURVEY",1994,"WISCONSIN","NAPROPAMIDE = 103001","2,000","3.32","3.35","1","45",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"WISCONSIN","SETHOXYDIM = 121001","200","0.35","0.47","1.3","36",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"WISCONSIN","TERBACIL = 12701","200","0.33","0.35","1.1","52",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1994,"WISCONSIN","TOTAL","3,600",NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"CALIFORNIA","NAPROPAMIDE = 103001","3,100","1.59","2.01","1.3","6",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"CALIFORNIA","TOTAL","3,100",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"FLORIDA","GLYPHOSATE = 417300","4,600","1.17","1.96","1.7","39",417300,0,1,1,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H411: Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"FLORIDA","NAPROPAMIDE = 103001","1,300","1.13","1.79","1.6","12",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"FLORIDA","PARAQUAT = 61601","6,000","0.65","1.21","1.9","82",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"FLORIDA","TOTAL","13,100",NA,NA,NA,"92",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"NEW YORK","2,4-D = 30001","400","0.9","0.91","1","21",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"NEW YORK","NAPROPAMIDE = 103001","3,900","2.96","3.16","1.1","56",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"NEW YORK","SETHOXYDIM = 121001","100","0.23","0.3","1.3","13",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"NEW YORK","TERBACIL = 12701","200","0.25","0.31","1.3","33",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"NEW YORK","TOTAL","5,400",NA,NA,NA,"86",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"NORTH CAROLINA","NAPROPAMIDE = 103001","1,100","2.83","3.07","1.1","15",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"NORTH CAROLINA","SETHOXYDIM = 121001","100","0.22","0.24","1.1","18",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"NORTH CAROLINA","TOTAL","2,800",NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"OREGON","NAPROPAMIDE = 103001","7,500","2.66","2.95","1.1","42",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"OREGON","SETHOXYDIM = 121001","100","0.31","0.31","1","8",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"OREGON","SIMAZINE = 80807","3,300","1.06","1.12","1.1","48",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"OREGON","TOTAL","11,400",NA,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"WASHINGTON","NAPROPAMIDE = 103001","2,100","2.59","3.92","1.5","41",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"WASHINGTON","SIMAZINE = 80807","400","0.69","0.69","1","50",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"WASHINGTON","TOTAL","3,000",NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1996,"WISCONSIN","2,4-D = 30001","600","1","1.12","1.1","41",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"WISCONSIN","DCPA = 78701","900","6.37","7.24","1.1","9",78701,1,0,1,1,1,1,"Not Classified

Reported as not meeting GHS hazard criteria by 455 of 468 companies (only 2.8% companies provided GHS information). For more detailed information, please visit ECHA C&L website."
"SURVEY",1996,"WISCONSIN","NAPROPAMIDE = 103001","1,800","3.26","3.49","1.1","40",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"WISCONSIN","SETHOXYDIM = 121001","200","0.35","0.43","1.2","29",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"WISCONSIN","TERBACIL = 12701","200","0.26","0.29","1.1","49",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1996,"WISCONSIN","TOTAL","3,700",NA,NA,NA,"91",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"CALIFORNIA","NAPROPAMIDE = 103001","6,500","3.6","6.56","1.8","4",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"CALIFORNIA","PARAQUAT = 61601","100","0.4","0.44","1.1","1",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"CALIFORNIA","TOTAL","6,600",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"FLORIDA","GLYPHOSATE = 417300","4,300","1.3","1.87","1.4","37",417300,0,1,1,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H411: Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"FLORIDA","PARAQUAT = 61601","6,800","0.72","1.37","1.9","80",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"FLORIDA","TOTAL","11,600",NA,NA,NA,"92",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"MICHIGAN","2,4-D = 30001","500","0.98","1.01","1","34",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"MICHIGAN","DCPA = 78701","1,100","8.53","9.6","1.1","8",78701,1,0,1,1,1,1,"Not Classified

Reported as not meeting GHS hazard criteria by 455 of 468 companies (only 2.8% companies provided GHS information). For more detailed information, please visit ECHA C&L website."
"SURVEY",1998,"MICHIGAN","NAPROPAMIDE = 103001","1,700","1.89","1.95","1","59",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"MICHIGAN","SETHOXYDIM = 121001","200","0.37","0.4","1","30",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"MICHIGAN","TERBACIL = 12701","200","0.26","0.3","1.1","41",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"MICHIGAN","TOTAL","3,700",NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"NEW JERSEY","NAPROPAMIDE = 103001","500","2.88","3.26","1.1","33",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NEW JERSEY","TOTAL","900",NA,NA,NA,"46",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"NEW YORK","2,4-D = 30001","700","1.14","1.23","1","34",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NEW YORK","DCPA = 78701","500","5.98","7.48","1.2","4",78701,1,0,1,1,1,1,"Not Classified

Reported as not meeting GHS hazard criteria by 455 of 468 companies (only 2.8% companies provided GHS information). For more detailed information, please visit ECHA C&L website."
"SURVEY",1998,"NEW YORK","NAPROPAMIDE = 103001","2,800","3.43","3.64","1","46",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NEW YORK","SETHOXYDIM = 121001","100","0.28","0.3","1.1","14",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NEW YORK","TERBACIL = 12701","300","0.35","0.37","1","46",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NEW YORK","TOTAL","4,400",NA,NA,NA,"74",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"NORTH CAROLINA","PARAQUAT = 61601",NA,"0.24","0.35","1.4","5",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NORTH CAROLINA","SETHOXYDIM = 121001","200","0.33","0.39","1.1","28",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"NORTH CAROLINA","TOTAL","700",NA,NA,NA,"43",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"OREGON","NAPROPAMIDE = 103001","5,800","3.28","3.28","1","39",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"OREGON","OXYFLUORFEN = 111601","200","0.32","0.32","1","15",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"OREGON","SETHOXYDIM = 121001","100","0.31","0.34","1","5",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"OREGON","SIMAZINE = 80807","2,200","0.91","0.97","1","51",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"OREGON","TOTAL","8,900",NA,NA,NA,"61",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"WASHINGTON","NAPROPAMIDE = 103001","1,100","1.52","1.52","1","48",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"WASHINGTON","OXYFLUORFEN = 111601","100","0.2","0.23","1.1","15",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"WASHINGTON","TOTAL","1,500",NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",1998,"WISCONSIN","2,4-D = 30001","600","0.84","0.98","1.1","47",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"WISCONSIN","NAPROPAMIDE = 103001","1,700","3.55","3.73","1","39",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"WISCONSIN","SETHOXYDIM = 121001","100","0.16","0.2","1.2","55",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"WISCONSIN","TERBACIL = 12701","300","0.23","0.43","1.8","65",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",1998,"WISCONSIN","TOTAL","2,800",NA,NA,NA,"95",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"CALIFORNIA","NAPROPAMIDE = 103001","1,100","1.86","2.07","1.1","2",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"CALIFORNIA","PARAQUAT = 61601","2,200","0.69","0.83","1.1","10",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"CALIFORNIA","TOTAL","3,600",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"FLORIDA","GLYPHOSATE = 417300","1,900","1.04","1.85","1.7","16",417300,0,1,1,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H411: Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"FLORIDA","PARAQUAT = 61601","7,000","0.93","1.27","1.3","88",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"FLORIDA","TOTAL","9,400",NA,NA,NA,"94",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"MICHIGAN","2,4-D = 30001","400","0.92","1.32","1.4","23",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
