"Program","Year","State","State.ANSI","Data.Item","Domain","Domain.Category","Value","CV...."
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","96",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(COPPER HYDROXIDE = 23401)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYMOXANIL = 129106)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)","91",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FAMOXADONE = 113202)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)","91",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUXAPYROXAD = 138009)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(ISOFETAMID = 270000)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MANCOZEB = 14504)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PENTHIOPYRAD = 90112)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYDIFLUMETOFEN = 90110)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(SULFUR = 77501)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","63",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)","100",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(2,4-D, DIMETH. SALT = 30019)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(CLETHODIM = 121011)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(PARAQUAT = 61601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TOTAL)","26",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)","14",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)","20",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)","6",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)","42",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CYANTRANILIPROLE = 90098)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(DIAZINON = 57801)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FLUPYRADIFURONE = 122304)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(HEXYTHIAZOX = 128849)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(LAMBDA-CYHALOTHRIN = 128897)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(METHOMYL = 90301)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)","59",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PIPERONYL BUTOXIDE = 67501)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PYRETHRINS = 69001)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINOSAD = 110003)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SULFOXAFLOR = 5210)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)","42",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(TOTAL)","65",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CYTOKININS = 116801)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(FLUTRIAFOL = 128940)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(INDOLEBUTYRIC ACID = 46701)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(TOTAL)","22",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(NITROGEN)","56",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(PHOSPHATE)","15",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(POTASH)","57",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(SULFUR)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2023,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2023,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8,800",""
"SURVEY",2023,"FLORIDA",12,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2023,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2023,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,951,200",""
"SURVEY",2023,"OTHER STATES",NA,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,307,247,000",""
"SURVEY",2023,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","23,330,200",""
"SURVEY",2023,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2023,"OTHER STATES",NA,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","236,349,000",""
"SURVEY",2023,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,395,200",""
"SURVEY",2022,"CALIFORNIA",6,"ACRES HARVESTED","TOTAL","NOT SPECIFIED","43,500",""
"SURVEY",2022,"CALIFORNIA",6,"ACRES PLANTED","TOTAL","NOT SPECIFIED","43,600",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,781,768,000",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","25,700,000",""
"SURVEY",2022,"CALIFORNIA",6,"YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","590",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","25,700",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","25,674,300",""
"SURVEY",2022,"FLORIDA",12,"ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,800",""
"SURVEY",2022,"FLORIDA",12,"ACRES PLANTED","TOTAL","NOT SPECIFIED","12,800",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","477,332,000",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,820,000",""
"SURVEY",2022,"FLORIDA",12,"YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY",2022,"FLORIDA",12,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,820,000",""
"SURVEY",2022,"OTHER STATES",NA,"ACRES HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"OTHER STATES",NA,"ACRES PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"OTHER STATES",NA,"YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,112,100,000",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","23,077,600",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","147,000,000",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,416,700",""
"SURVEY",2022,"OTHER STATES",NA,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY",2021,"CALIFORNIA",6,"ACRES HARVESTED","TOTAL","NOT SPECIFIED","40,200",""
"SURVEY",2021,"CALIFORNIA",6,"ACRES PLANTED","TOTAL","NOT SPECIFIED","40,200",""
"SURVEY",2021,"CALIFORNIA",6,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,132,279,000",""
"SURVEY",2021,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","25,100,000",""
"SURVEY",2021,"CALIFORNIA",6,"YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","625",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(AZOXYSTROBIN = 128810)","1,900",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BACILLUS AMYLOLIQUEFAC F727 = 16489)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BACILLUS PUMILUS = 6485)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BLAD = 30006)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)","100",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)","2,100",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BT SUBSP KURSTAKI EVB-113-19 = 6544)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","253,600",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(COPPER OCTANOATE = 23306)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)","500",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)","11,300",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)","16,700",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)","7,500",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)","3,800",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(FLUXAPYROXAD = 138009)","1,800",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(ISOFETAMID = 270000)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)","2,400",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(MYCLOBUTANIL = 128857)","4,100",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(PENTHIOPYRAD = 90112)","3,400",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)","2,300",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(POTASSIUM BICARBON. = 73508)","10,600",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)","1,200",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)","3,100",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)","10,800",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(QUINOLINE = 55459)","2,000",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(STREPTOMYCES LYDICUS = 6327)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(SULFUR = 77501)","591,200",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)","800",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)","9,400",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","96,300",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(TOTAL)","1,056,400",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(TRIFLOXYSTROBIN = 129112)","3,900",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)","6,300",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)","500",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(OXYFLUORFEN = 111601)","1,700",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(PARAQUAT = 61601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(PENDIMETHALIN = 108501)","10,800",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(TOTAL)","16,900",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)","200",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(ACEQUINOCYL = 6329)","7,400",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)","2,300",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(AZADIRACHTIN = 121701)","600",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(BEAUVERIA BASSIANA = 128924)",NA,""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)","16,700",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)","3,400",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(BT KURSTAK ABTS-1857 = 6523)",NA,""
